# Time-averaged data for fix ave_time
# TimeStep v_kinetic_energy v_potential_energy
9390 1.50971 14.531
9400 1.50286 14.531
9410 1.49746 14.5309
9420 1.50533 14.5309
9430 1.51696 14.531
9440 1.50605 14.531
9450 1.49899 14.531
9460 1.49566 14.5309
9470 1.49977 14.5309
9480 1.5009 14.5308
9490 1.50297 14.5308
9500 1.50147 14.5308
9510 1.49567 14.5308
9520 1.50073 14.5308
9530 1.49872 14.531
9540 1.50442 14.531
9550 1.49552 14.5311
9560 1.4939 14.5312
9570 1.48988 14.5312
9580 1.49324 14.5313
9590 1.48292 14.5313
9600 1.47611 14.5313
9610 1.47069 14.5313
9620 1.4854 14.5313
9630 1.47942 14.5312
9640 1.47724 14.5311
9650 1.47879 14.531
9660 1.47689 14.531
9670 1.47852 14.5309
9680 1.46911 14.5308
9690 1.4692 14.5307
9700 1.477 14.5306
9710 1.49256 14.5304
9720 1.50247 14.5302
9730 1.51316 14.53
9740 1.50679 14.5298
9750 1.51279 14.5297
9760 1.50807 14.5294
9770 1.51216 14.5292
9780 1.51963 14.529
9790 1.52883 14.529
9800 1.51418 14.529
9810 1.50746 14.5289
9820 1.50603 14.5288
9830 1.51987 14.5286
9840 1.51026 14.5285
9850 1.51153 14.5284
9860 1.49216 14.5283
9870 1.48376 14.5283
9880 1.49649 14.5283
9890 1.50082 14.5283
9900 1.49585 14.5283
9910 1.49448 14.5283
9920 1.49315 14.5282
9930 1.49546 14.5282
9940 1.50166 14.5282
9950 1.50287 14.5282
9960 1.49718 14.5282
9970 1.49521 14.5281
9980 1.49565 14.5281
9990 1.49156 14.528
10000 1.48723 14.528
10010 1.48505 14.5279
10020 1.48577 14.5279
10030 1.48345 14.5278
10040 1.48603 14.5278
